index,host,source,sourcetype,"_raw"
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:07-07:00 Type=""ServiceInstance"" Id=""1d757344-17d3-4a22-8b12-5d1e4465a1fb"" DisplayName=""Claims to Windows Token Service"" Name=""Claims to Windows Token Service"" Status=""Disabled"" Version=""5976"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-APP01"" Service=""SPWindowsTokenService Name=c2wts"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:07-07:00 Type=""ServiceInstance"" Id=""bd6d3105-09f8-4923-906b-2d37848c14d3"" DisplayName="""" Name=""Secure Store Service"" Status=""Online"" Version=""12210"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-APP01"" Service=""SecureStoreService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:07-07:00 Type=""ServiceInstance"" Id=""01120267-f523-455d-8503-86ef3e4bc074"" DisplayName=""Request Management Service Instance"" Name=""Request Management"" Status=""Disabled"" Version=""5770"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-APP01"" Service=""SPRequestManagementService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:07-07:00 Type=""ServiceInstance"" Id=""caf9e186-2b68-4513-a4ca-c007dfaffcf3"" DisplayName="""" Name=""Business Data Connectivity Service"" Status=""Online"" Version=""12208"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-APP01"" Service=""BdcService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:07-07:00 Type=""ServiceInstance"" Id=""c60faec6-a7c8-4f9f-95ec-9ed73b542fcd"" DisplayName=""User Profile Synchronization Service"" Name=""User Profile Synchronization Service"" Status=""Disabled"" Version=""5836"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-APP01"" Service=""ProfileSynchronizationService Name=FIMSynchronizationService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:07-07:00 Type=""ServiceInstance"" Id=""724fb65d-7b02-488d-abd7-3b90c9b83a49"" DisplayName=""Access Services"" Name=""Access Services"" Status=""Online"" Version=""12199"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-APP01"" Service=""AccessServicesWebService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:07-07:00 Type=""ServiceInstance"" Id=""05b6cc4e-8b9b-4fe8-ad8e-0f7ed269fe75"" DisplayName="""" Name=""Managed Metadata Web Service"" Status=""Disabled"" Version=""39748"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-APP01"" Service=""MetadataWebService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:07-07:00 Type=""ServiceInstance"" Id=""a06e7dc1-8821-4bd3-be4e-3cec8aedc8d0"" DisplayName="""" Name=""App Management Service"" Status=""Online"" Version=""12195"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-APP01"" Service=""AppManagementService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:07-07:00 Type=""ServiceInstance"" Id=""e4150827-c194-48c3-bfe9-43c9cb31acf5"" DisplayName="""" Name=""Search Host Controller Service"" Status=""Online"" Version=""12559"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-APP01"" Service=""SearchRuntimeService Name=SPSearchHostController"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""DiagnosticsProvider"" Id=""1e6fd0df-02be-4e5f-9522-1fbb3ecedc95"" Name=""job-diagnostics-blocking-query-provider"" DisplayName=""Diagnostic Data Provider: SQL Blocking Queries"" Title=""Diagnostic Data Provider: SQL Blocking Queries"" TableName=""BlockingQueries"" LastRunTime=""01/01/0001 00:00:00"" MaxTotalSizeInBytes=""6200000000"" RetentionPeriod=""14"" LockType=""Job"" Schedule=""every 15 seconds"" Retry=""False"" IsDisabled=""True"" VerboseTracingEnabled=""False"" EnableBackup=""False"" DiskSizeRequired=""0"" Status=""Online"" Version=""13363"" Retention=""14"" Enabled=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""43a6da6e-a74c-4810-a38a-1fdc87af6086"" DisplayName=""Distributed Cache Service Instance"" Name=""Distributed Cache"" Status=""Online"" Version=""12769"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""SPDistributedCacheService Name=AppFabricCachingService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""76b92aee-4041-4901-ada5-d72722c7ab1a"" DisplayName="""" Name=""Machine Translation Service"" Status=""Disabled"" Version=""12926"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""TranslationService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""7ba36323-282e-4499-8f04-b3f599957cfc"" DisplayName="""" Name=""PowerPoint Conversion Service"" Status=""Disabled"" Version=""12898"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""PowerPointConversionService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""ca3627c8-58bb-4205-830a-3dc795e592a0"" DisplayName="""" Name=""Word Automation Services"" Status=""Disabled"" Version=""12932"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""WordService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""28a17517-0c06-43e7-bb68-d7d10b4cf01a"" DisplayName="""" Name=""Lotus Notes Connector"" Status=""Disabled"" Version=""12903"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""NotesWebService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""626f3550-55f1-411b-be96-9b9a47a67a45"" DisplayName="""" Name=""Microsoft SharePoint Foundation Subscription Settings Service"" Status=""Disabled"" Version=""12973"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""SPSubscriptionSettingsService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""3fee9fe4-9603-4e1b-83eb-53e120c3bc43"" DisplayName=""Access Services 2010"" Name=""Access Database Service 2010"" Status=""Disabled"" Version=""12865"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""AccessServerWebService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""94743643-2ae2-4cd0-9bdc-b88c9fd8b558"" DisplayName="""" Name=""User Profile Service"" Status=""Disabled"" Version=""12889"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""UserProfileService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""1425f7bb-4b6e-42cd-bf89-ff22c46c5357"" DisplayName="""" Name=""Microsoft SharePoint Foundation Incoming E-Mail"" Status=""Disabled"" Version=""39759"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""SPIncomingEmailService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""65435cad-d75b-4439-89d0-08bf2d7e80bf"" DisplayName=""Excel Calculation Services"" Name=""Excel Calculation Services"" Status=""Disabled"" Version=""12871"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""ExcelServerWebService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""f4568176-4ae7-4ff9-a083-45c4d506a74c"" DisplayName=""WSS_Administration"" Name=""Central Administration"" Status=""Disabled"" Version=""12583"" Hidden=""False"" Instance=""WSS_Administration"" Roles="""" Server=""SP-WEB01"" Service=""SPWebService Name=WSS_Administration"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""89e9c4fb-5b84-4672-a473-b3cbef8cb072"" DisplayName="""" Name=""Microsoft SharePoint Foundation Web Application"" Status=""Online"" Version=""12597"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""SPWebService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""3c0f4732-114a-4c04-8af4-25cccfec90da"" DisplayName="""" Name=""Work Management Service"" Status=""Disabled"" Version=""12923"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""WorkManagementService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""30c0bb39-e03e-46a0-808d-ed2cd801f07f"" DisplayName="""" Name=""Search Query and Site Settings Service"" Status=""Disabled"" Version=""12911"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""SearchQueryAndSiteSettingsService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""b3c56e3b-e94a-4e8d-bf0b-0a566a05865f"" DisplayName=""Load Balancer Service"" Name=""Document Conversions Load Balancer Service"" Status=""Disabled"" Version=""12895"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""LoadBalancerService Name=DCLoadBalancer15"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""eb8d86c4-16d9-4d28-9a56-ac6863c9f290"" DisplayName=""Launcher Service"" Name=""Document Conversions Launcher Service"" Status=""Disabled"" Version=""12892"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""LauncherService Name=DCLauncher15"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""e4cad7ce-6e96-43a5-a49e-649195fca06c"" DisplayName="""" Name=""SharePoint Server Search"" Status=""Disabled"" Version=""12920"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""SearchService Name=OSearch15"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""60783d09-fea9-4ced-8ef9-325454ee6645"" DisplayName="""" Name=""Visio Graphics Service"" Status=""Disabled"" Version=""12929"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""VisioGraphicsService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""6cb581a6-f8ef-4be1-a835-2839d39f8d91"" DisplayName="""" Name=""Microsoft SharePoint Foundation Sandboxed Code Service"" Status=""Disabled"" Version=""12618"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""SPUserCodeService Name=SPUserCodeV4"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""bb7c5e75-0900-461d-a55c-78381f977d34"" DisplayName="""" Name=""PerformancePoint Service"" Status=""Disabled"" Version=""12935"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""BIMonitoringService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""5d041d51-4d7b-4692-8da7-6fff9f989363"" DisplayName=""spworkflowtimerv4i"" Name=""Microsoft SharePoint Foundation Workflow Timer Service"" Status=""Online"" Version=""12608"" Hidden=""False"" Instance=""spworkflowtimerv4i"" Roles="""" Server=""SP-WEB01"" Service=""SPWorkflowTimerService Name=spworkflowtimerv4"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""6d12b64c-2a3c-48b9-931a-7208c94b1e42"" DisplayName=""Claims to Windows Token Service"" Name=""Claims to Windows Token Service"" Status=""Disabled"" Version=""12938"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""SPWindowsTokenService Name=c2wts"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""6004f4ef-8479-42fe-8d8d-27bc5946cbae"" DisplayName="""" Name=""Secure Store Service"" Status=""Disabled"" Version=""12875"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""SecureStoreService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""dc4fab70-4bb9-4ae3-8e8d-9202c9b6d9f2"" DisplayName=""Request Management Service Instance"" Name=""Request Management"" Status=""Disabled"" Version=""12856"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""SPRequestManagementService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""d8c9090b-74f8-4cd0-8b64-fa388e405903"" DisplayName="""" Name=""Business Data Connectivity Service"" Status=""Disabled"" Version=""12967"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""BdcService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""e518cdab-576b-481d-b99f-36f8e7939aca"" DisplayName=""User Profile Synchronization Service"" Name=""User Profile Synchronization Service"" Status=""Disabled"" Version=""12886"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""ProfileSynchronizationService Name=FIMSynchronizationService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""c6d56f52-3389-49ca-9334-db6daff6592f"" DisplayName=""Access Services"" Name=""Access Services"" Status=""Disabled"" Version=""12868"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""AccessServicesWebService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""dd274e58-9df6-4f48-9fdc-5da14bfbcf71"" DisplayName="""" Name=""Managed Metadata Web Service"" Status=""Disabled"" Version=""12976"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""MetadataWebService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""2c86c333-7edd-4344-8ff6-a7077ed1a894"" DisplayName="""" Name=""App Management Service"" Status=""Disabled"" Version=""12964"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""AppManagementService"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
mssharepoint,"SP-APP01",Powershell,"MSSharePoint:2013:Inventory","2013-09-11T16:45:09-07:00 Type=""ServiceInstance"" Id=""a0bcc0ad-359f-4fd3-8793-8239a582b652"" DisplayName="""" Name=""Search Host Controller Service"" Status=""Disabled"" Version=""12914"" Hidden=""False"" Instance="""" Roles="""" Server=""SP-WEB01"" Service=""SearchRuntimeService Name=SPSearchHostController"" SystemService=""False"" FarmId=""b64c54bb-6682-484c-949f-782b7b147853"""
